Unnamed: 0,Species,Human Host,Accessions,viral_family
168,Rotavirus G,False,NC_021590.1  NC_021580.1  NC_021581.1  NC_021589.1  NC_021583.1  NC_021588.1  NC_021585.1  NC_021584.1  NC_021582.1  NC_021586.1  NC_021587.1,18
174,Human betaherpesvirus 5,True,NC_006273.2,7
177,Human mastadenovirus A,True,AC_000005.1,9
178,Puumala orthohantavirus,True,NC_005225.1  NC_005223.1  NC_005224.1,19
179,Torchivirus A,False,NC_025890.1,2
180,Bos taurus polyomavirus 1,False,NC_001442.1,3
183,Thogoto thogotovirus,True,NC_006508.1  NC_006495.1  NC_006496.1  NC_006506.1  NC_006507.1  NC_006504.1,28
189,Bovine mastadenovirus C,False,AF027599.2,9
191,Tamdy orthonairovirus,False,NC_031284.1  NC_031285.1  NC_031286.1,25
192,Parechovirus A,True,NC_001897.1,2
194,White bream virus,False,NC_008516.1,29
201,Andes orthohantavirus,True,NC_003468.2  NC_003467.2  NC_003466.1,19
204,Mesocricetus auratus polyomavirus 1,False,NC_001663.2,3
205,Cosavirus D,True,NC_012802.1,2
207,Fusong orthohantavirus,False,NC_038447.1  NC_038446.1,19
210,Influenza C virus,True,KM504277.1  KM504278.1  KM504279.1  KM504280.1  KM504281.1  KM504282.1  KM504283.1,28
211,Panine betaherpesvirus 2,False,NC_003521.1,7
214,Uukuniemi phlebovirus,True,NC_005214.1  NC_005220.1  NC_005221.1,12
215,Human gammaherpesvirus 4,True,NC_007605.1,7
219,Sakhalin orthonairovirus,False,KU925494.1  KU925495.1  KU925496.1,25
220,Rift Valley fever phlebovirus,True,NC_014397.1  NC_014396.1  NC_014395.1,12
222,Macacine gammaherpesvirus 5,False,NC_003401.1,7
223,Quezon mobatvirus,False,NC_034401.1  NC_034393.1  NC_034400.1,19
226,Maporal orthohantavirus,False,NC_034553.1  NC_034552.1  NC_034566.1,19
228,Cercopithecine betaherpesvirus 5,False,NC_012783.2,7
231,Rhinovirus A,True,NC_001617.1,2
232,Bayou orthohantavirus,True,NC_038299.1  NC_038300.1  NC_038298.1,19
234,Human polyomavirus 2,True,NC_001699.1,3
236,Hepatovirus D,False,NC_028363.1,2
238,Adeno-associated dependoparvovirus B,True,NC_006152.1,17
242,Sin Nombre orthohantavirus,True,NC_005217.1  NC_005215.1  NC_005216.1,19
246,Avastrovirus 3,False,NC_005790.1,24
248,Mamastrovirus 8,True,GQ415660.1,24
250,Vesicular exanthema of swine virus,True,NC_002551.1,26
252,Cosavirus E,True,NC_012798.1,2
259,Tupaiid betaherpesvirus 1,False,NC_002794.1,7
262,Yunnan orbivirus,False,NC_007656.1  NC_007657.1  NC_007658.1  NC_007659.1  NC_007660.1  NC_007661.1  NC_007662.1  NC_007663.1  NC_007664.1  NC_007665.1,18
264,Thailand orthohantavirus,False,NC_034556.1  NC_034563.1  NC_034555.1,19
268,Mamastrovirus 5,False,KY765684.1,24
269,Cardiovirus C,False,NC_038305.1,2
271,Ball python nidovirus 1,False,NC_024709.1,29
275,Enterovirus F,False,NC_021220.1,2
277,Carnivore protoparvovirus 1,False,NC_001539.1,17
281,Seoul orthohantavirus,True,NC_005238.1  NC_005237.1  NC_005236.1,19
282,Crimean-Congo hemorrhagic fever orthonairovirus,True,NC_005301.3  NC_005300.2  NC_005302.1,25
284,Dhori thogotovirus,False,NC_034261.1  NC_034263.1  NC_034254.1  NC_034255.1  NC_034262.1  NC_034256.1,28
289,Porcine mastadenovirus C,False,NC_002702.1,9
296,Kadipiro virus,False,NC_004210.1  NC_004212.1  NC_004213.1  NC_004214.1  NC_004215.1  NC_004216.1  NC_004209.1  NC_004208.1  NC_004207.1  NC_004206.1  NC_004205.1  NC_004199.1,18
299,Rodent protoparvovirus 1,False,NC_001510.1,17
302,Khabarovsk orthohantavirus,False,NC_034519.1  NC_034518.1  NC_034527.1,19
305,Adeno-associated dependoparvovirus A,True,NC_002077.1,17
308,Macaca mulatta polyomavirus 1,True,NC_001669.1,3
310,Porcine mastadenovirus A,False,AC_000189.1,9
311,Alcelaphine gammaherpesvirus 2,False,NC_024382.1,7
315,Bluetongue virus,False,NC_006023.1  NC_006013.2  NC_006014.1  NC_006024.2  NC_006025.1  NC_006010.1  NC_006022.1  NC_006007.1  NC_006008.1  NC_006015.1,18
316,Enterovirus G,False,NC_004441.1,2
317,Marburg marburgvirus,True,NC_001608.3,27
318,Cano Delgadito orthohantavirus,False,NC_034515.1  NC_034525.1  NC_034528.1,19
320,Hepatovirus G,False,NC_038316.1,2
321,Equine encephalosis virus,False,FJ183384.1  FJ183385.1  FJ183386.1  FJ183387.1  FJ183388.1  FJ183389.1  FJ183390.1  FJ183391.1  FJ183392.1  FJ183393.1,18
322,Human alphaherpesvirus 2,True,NC_001798.2,7
324,Callitrichine gammaherpesvirus 3,False,NC_004367.1,7
325,Cardiovirus A,True,NC_001479.1,2
328,Bowe orthohantavirus,False,NC_034407.1  NC_034406.1  NC_034405.1,19
337,Ovine gammaherpesvirus 2,False,NC_007646.1,7
344,Hepatitis B virus,True,AJ344115.1,23
345,Hepatovirus F,False,NC_038315.1,2
347,Cosavirus B,True,NC_012801.1,2
349,Phasi Charoen-like phasivirus,False,NC_038262.1  NC_038261.1  NC_038263.1,12
350,Saimiriine gammaherpesvirus 2,False,NC_001350.1,7
353,Rabbit hemorrhagic disease virus,False,NC_001543.1,26
357,Murid betaherpesvirus 2,False,NC_002512.2,7
359,Hazara orthonairovirus,False,NC_038709.1  NC_038710.1  NC_038711.1,25
361,Yichang insect goukovirus,False,NC_031320.1  NC_031321.1  NC_031322.1,12
362,Aalivirus A,False,NC_023985.1,2
364,Jeju orthohantavirus,False,NC_034399.1  NC_034404.1  NC_034398.1,19
366,Bovine atadenovirus D,False,NC_002685.2,9
369,Rotavirus H,True,NC_007548.1  NC_007549.1  NC_007550.1  NC_007551.1  NC_007552.1  NC_007553.1  NC_007554.1  NC_007555.1  NC_007556.1  NC_007557.1  NC_007558.1,18
370,Ungulate protoparvovirus 1,False,NC_001718.1,17
371,Umatilla virus,False,NC_024503.1  NC_024504.1  NC_024505.1  NC_024506.1  NC_024507.1  NC_024508.1  NC_024509.1  NC_024510.1  NC_024499.1  NC_024500.1,18
372,Equid alphaherpesvirus 3,False,NC_024771.1,7
373,Rotavirus I,False,NC_026825.2  NC_026826.2  NC_026828.2  NC_026827.2  NC_026820.2  NC_026829.2  NC_026821.2  NC_026822.2  NC_026830.2  NC_026823.2  NC_026824.2,18
375,Fugong orthohantavirus,False,NC_034467.1  NC_034466.1  NC_034473.1,19
378,Avastrovirus 1,False,NC_002470.1,24
379,Equid gammaherpesvirus 2,False,NC_001650.2,7
380,Corriparta virus,False,KC853042.1  KC853043.1  KC853044.1  KC853045.1  KC853046.1  KC853047.1  KC853048.1  KC853049.1  KC853050.1  KC853051.1,18
383,Laibin mobatvirus,False,NC_038515.1  NC_038513.1  NC_038514.1,19
385,Dugbe orthonairovirus,True,NC_004159.1  NC_004158.1  NC_004157.1,25
386,Equid alphaherpesvirus 4,False,NC_001844.1,7
391,Human mastadenovirus B,True,AC_000019.1,9
395,Ground squirrel hepatitis virus,False,NC_001484.1,23
396,Passerivirus A,False,NC_014411.1,2
397,Human alphaherpesvirus 3,True,NC_001348.1,7
402,Porcine circovirus 2,False,NC_005148.1,6
407,Peruvian horse sickness virus,False,NC_007748.1  NC_007749.1  NC_007750.1  NC_007751.1  NC_007755.1  NC_007752.1  NC_007756.1  NC_007754.1  NC_007753.1  NC_007757.1,18
409,Murine mastadenovirus A,False,NC_000942.1,9
412,Rockport orthohantavirus,False,NC_038695.1  NC_038694.1  NC_038696.1,19
413,Kasokero orthonairovirus,True,NC_036636.1  NC_029933.1  NC_029932.1,25
416,Rotavirus C,True,NC_007547.1  NC_007546.1  NC_007572.1  NC_007574.1  NC_007570.1  NC_007543.1  NC_007544.1  NC_007571.1  NC_007545.1  NC_007569.1  NC_007573.1,18
421,Changuinola virus,True,NC_022639.1  NC_022633.1  NC_022634.1  NC_022640.1  NC_022635.1  NC_022641.1  NC_022636.1  NC_022637.1  NC_022642.1  NC_022638.1,18
423,Bovine nidovirus 1,False,NC_027199.1,29
426,Mus musculus polyomavirus 1,False,NC_001515.2,3
429,Mosavirus A,False,NC_023987.1,2
430,Mischivirus A,False,NC_034381.1,2
431,Primate erythroparvovirus 1,True,NC_000883.2,17
432,Drosophila X virus,False,NC_004177.1  NC_004169.1,30
434,Rabovirus A,False,NC_026314.1,2
436,Enterovirus A,True,KU254596.1,2
437,Cervid alphaherpesvirus 2,False,MH036943.1,7
438,Parechovirus C,False,NC_021482.1,2
439,Murine mastadenovirus B,False,NC_014899.1,9
440,Lebombo virus,True,JQ610665.1  JQ610666.1  JQ610667.1  JQ610668.1  JQ610669.1  JQ610670.1  JQ610671.1  JQ610672.1  JQ610673.1  JQ610674.1,18
442,Ferak feravirus,False,KP710246.1  KP710264.1  KP710267.1,33
443,Chinook salmon nidovirus 1,False,NC_026812.1,29
449,Nova mobatvirus,False,NC_034465.1  NC_034470.1  NC_034464.1,19
451,Avisivirus C,False,NC_024767.1,2
456,Equine mastadenovirus B,False,NC_027705.1,9
457,Micromonas pusilla reovirus,False,NC_008171.1  NC_008172.1  NC_008173.1  NC_008174.1  NC_008175.1  NC_008176.1  NC_008177.1  NC_008178.1  NC_008179.1  NC_008180.1  NC_008181.1,18
461,Potamipivirus A,False,NC_022332.1,2
463,Dera Ghazi Khan orthonairovirus,False,KU925437.1  KU925438.1  KU925439.1,25
465,Equid gammaherpesvirus 5,False,NC_026421.1,7
466,Hepatovirus B,False,NC_027818.1,2
467,Thiafora orthonairovirus,True,NC_029909.1  NC_029934.1  NC_029910.1,25
471,Mamastrovirus 13,False,NC_002469.1,24
472,Imjin thottimvirus,False,NC_034564.1  NC_034557.1  NC_034558.1,19
476,Hepatovirus I,False,NC_028364.1,2
477,Sapporo virus,True,NC_006554.1,26
478,Rice hoja blanca tenuivirus,False,NC_036597.1  NC_036598.1  NC_036602.1  NC_036599.1,12
479,Canine mastadenovirus A,False,NC_001734.1,9
480,Mus musculus polyomavirus 2,False,NC_001505.2,3
481,Avisivirus A,False,NC_038304.1,2
483,Murid betaherpesvirus 1,False,NC_004065.1,7
484,Tula orthohantavirus,True,NC_005226.1  NC_005228.1  NC_005227.2,19
485,Mamastrovirus 9,True,NC_013060.1,24
486,Hunnivirus A,False,NC_018668.1,2
490,Bovine rhinitis B virus,False,NC_010354.1,2
491,Nairobi sheep disease orthonairovirus,False,NC_034387.1  NC_034391.1  NC_034386.1,25
496,Carnivore bocaparvovirus 1,False,NC_004442.1,17
497,Tree shrew mastadenovirus A,False,AC_000190.1,9
501,Montano orthohantavirus,False,NC_034403.1  NC_034397.1  NC_034396.1,19
502,Rice dwarf virus,False,NC_003760.1  NC_003761.1  NC_003762.1  NC_003763.1  NC_003764.1  NC_003765.1  NC_003766.1  NC_003767.1  NC_003768.1  NC_003772.1  NC_003773.1  NC_003774.1,18
504,Ovine atadenovirus D,False,NC_004037.2,9
506,Canid alphaherpesvirus 1,False,NC_030117.1,7
512,Orungo virus,True,JQ610675.1  JQ610676.1  JQ610677.1  JQ610678.1  JQ610679.1  JQ610680.1  JQ610681.1  JQ610682.1  JQ610683.1  JQ610684.1,18
515,Limnipivirus A,False,NC_018506.1,2
516,Woodchuck hepatitis virus,False,NC_004107.1,23
517,Cumuto goukovirus,False,KF543244.1  KF543245.1  KF543246.1,12
519,Bovine mastadenovirus B,False,AC_000002.1,9
524,Dobrava-Belgrade orthohantavirus,True,NC_005235.1  NC_005234.1  NC_005233.1,19
525,Cao Bang orthohantavirus,False,NC_034485.1  NC_034474.1  NC_034484.1,19
531,Chobar Gorge virus,False,NC_027553.1  NC_027554.1  NC_027555.1  NC_027556.1  NC_027557.1  NC_027558.1  NC_027559.1  NC_027560.1  NC_027561.1  NC_027562.1,18
532,Hantaan orthohantavirus,True,NC_005218.1,19
534,Wad Medani virus,False,NC_027533.1  NC_027539.1  NC_027540.1  NC_027541.1  NC_027542.1  NC_027543.1  NC_027544.1  NC_027545.1  NC_027546.1  NC_027547.1,18
536,Aichivirus A,True,AY747174.1,2
537,Sapelovirus B,False,NC_004451.1,2
538,Yellowtail ascites virus,False,NC_004168.1  NC_004176.1,30
539,Choclo orthohantavirus,True,NC_038374.1  NC_038373.1,19
540,Rotavirus D,False,NC_014511.1  NC_014512.1  NC_014513.1  NC_014514.1  NC_014515.1  NC_014516.1  NC_014517.1  NC_014518.1  NC_014519.1  NC_014520.1  NC_014521.1,18
542,African swine fever virus,False,NC_001659.2,36
543,Wound tumor virus,False,NC_038948.1  NC_038944.1  NC_038949.1  NC_038945.1  NC_038951.1  NC_038946.1  NC_038950.1  NC_038947.1  NC_038952.1,18
544,Rabbit picobirnavirus,False,NC_038919.1,35
549,Equid alphaherpesvirus 1,False,NC_001491.2,7
552,Bovine rhinitis A virus,False,NC_038303.1,2
554,Fly wubeivirus,False,NC_031298.1  NC_031295.1  NC_031297.1,12
556,Estero Real orthonairovirus,False,MH017280.1  MH017286.1  MH017274.1,25
558,Mischivirus C,False,NC_026470.1,2
559,Keterah orthonairovirus,False,NC_034392.1  NC_034388.1  NC_034389.1,25
561,Rodent protoparvovirus 2,False,AF036710.1,17
566,Wutai mosquito phasivirus,False,NC_031317.1  NC_031318.1  NC_031319.1,12
569,Quaranfil quaranjavirus,True,GQ499302.1  GQ499303.1  FJ861695.1  JN412853.1  FJ861694.1  GQ499304.1,28
570,Kenkeme orthohantavirus,False,NC_034560.1  NC_034565.1  NC_034559.1,19
571,Luxi orthohantavirus,False,NC_038529.1  NC_038528.1  NC_038530.1,19
576,Cercopithecine alphaherpesvirus 2,False,NC_006560.1,7
578,Gouleako goukovirus,False,HQ541738.1  HQ541737.1  HQ541736.1,12
582,Newbury 1 virus,False,NC_007916.1,26
585,Enterovirus I,False,KP345887.1,2
591,Aichivirus F,False,KJ641694.1,2
592,Avihepatovirus A,False,NC_008250.2,2
597,Alcelaphine gammaherpesvirus 1,False,NC_002531.1,7
599,Rice stripe tenuivirus,False,NC_003755.1  NC_003754.1  NC_003776.1  NC_003753.1,12
600,Mamastrovirus 2,False,NC_024701.1,24
602,Suid alphaherpesvirus 1,False,NC_006151.1,7
604,Ovine mastadenovirus A,False,NC_002513.1,9
605,Equine torovirus,False,MG996765.1,29
607,Bovine alphaherpesvirus 5,False,NC_005261.2,7
611,European brown hare syndrome virus,False,NC_002615.1,26
612,Macacine betaherpesvirus 3,False,NC_006150.1,7
613,Mamastrovirus 10,False,NC_004579.1,24
614,Parechovirus D,False,NC_034453.1,2
615,Gallivirus A,False,NC_018400.1,2
617,Caviid betaherpesvirus 2,False,NC_020231.1,7
621,Ampivirus A,False,NC_027214.1,2
622,Dabieshan orthohantavirus,False,NC_038383.1  NC_038384.1,19
625,African horse sickness virus,False,NC_006021.1  NC_005996.1  NC_006017.1  NC_006012.1  NC_006020.1  NC_006018.1  NC_006011.1  NC_006019.1  NC_006016.1  NC_006009.1,18
628,Liao ning virus,False,NC_007736.1  NC_007737.1  NC_007738.1  NC_007739.1  NC_007740.1  NC_007741.1  NC_007742.1  NC_007743.1  NC_007744.1  NC_007745.1  NC_007746.1  NC_007747.1,18
630,Thottopalayam thottimvirus,True,NC_010707.1  NC_010708.1  NC_010704.1,19
631,Epizootic hemorrhagic disease virus,False,NC_013396.1  NC_013397.1  NC_013398.1  NC_013399.1  NC_013400.1  NC_013401.1  NC_013403.1  NC_013402.1  NC_013404.1  NC_013405.1,18
632,Senecavirus A,False,NC_011349.1,2
633,Porcine torovirus,False,NC_022787.1,29
638,Aichivirus C,False,NC_011829.1,2
639,Equid alphaherpesvirus 9,False,NC_011644.1,7
641,Bruges orthohantavirus,False,NC_034402.1  NC_034395.1  NC_034394.1,19
642,Eubenangee virus,False,JQ070376.1  JQ070377.1  JQ070378.1  JQ070379.1  JQ070380.1  JQ070381.1  JQ070382.1  JQ070383.1  JQ070384.1  JQ070385.1,18
645,Rosavirus A,False,NC_024070.1,2
647,Fathead minnow nidovirus 1,False,NC_038295.1,29
649,Hepatovirus E,False,NC_038314.1,2
652,Papiine alphaherpesvirus 2,False,NC_007653.1,7
655,Parechovirus B,True,NC_003976.2,2
656,Equine rhinitis A virus,False,NC_003982.1,2
658,Sangassou orthohantavirus,False,NC_034517.1  NC_034516.1  NC_034526.1,19
662,Ateline alphaherpesvirus 1,False,NC_034446.1,7
664,Felid alphaherpesvirus 1,False,NC_013590.2,7
668,Great Island virus,True,NC_014522.1  NC_014523.1  NC_014524.1  NC_014525.1  NC_014526.1  NC_014527.1  NC_014528.1  NC_014529.1  NC_014530.1  NC_014531.1,18
669,Chenuda virus,False,KP268794.1  KP268795.1  KP268796.1  KP268797.1  KP268798.1  KP268799.1  KP268800.1  KP268801.1  KP268802.1  KP268803.1,18
670,Influenza D virus,False,NC_036616.1  NC_036615.1  NC_036619.1  NC_036618.1  NC_036617.1  NC_036620.1  NC_036621.1,28
671,Aichivirus B,False,NC_004421.1,2
673,Bovine alphaherpesvirus 1,False,NC_001847.1,7
676,Aichivirus E,False,KT325852.1,2
682,Macropodid alphaherpesvirus 1,False,NC_029132.1,7
689,Human betaherpesvirus 7,True,NC_001716.2,7
690,Hepatovirus H,False,NC_028365.1,2
691,Badu phasivirus,False,NC_038257.1  NC_038258.1  NC_038259.1,12
694,St Croix River virus,False,NC_005997.1  NC_005998.1  NC_005999.1  NC_006000.1  NC_006001.1  NC_006002.1  NC_006003.1  NC_006004.1  NC_006005.1  NC_006006.1,18
695,Alphaarterivirus equid,False,NC_002532.2,22
696,Human mastadenovirus F,True,NC_001454.1,9
697,Equid alphaherpesvirus 8,False,NC_017826.1,7
699,Reptile sunshinevirus 1,False,NC_025345.1,38
700,Kappaarterivirus wobum,False,NC_026811.2,22
701,Teschovirus A,False,NC_003985.1,2
703,Cervid alphaherpesvirus 1,False,MH036942.1,7
711,Rice gall dwarf virus,False,NC_009245.1  NC_009241.1  NC_009248.1  NC_009242.1  NC_009249.1  NC_009243.1  NC_009250.1  NC_009244.1  NC_009251.1  NC_009252.1  NC_009246.1  NC_009247.1,18
712,Foot-and-mouth disease virus,True,NC_004004.1,2
714,Rotavirus B,True,NC_021541.1  NC_021545.1  NC_021551.1  NC_021543.1  NC_021546.1  NC_021544.1  NC_021547.1  NC_021548.1  NC_021542.1  NC_021550.1  NC_021549.1,18
716,Macacine alphaherpesvirus 1,True,NC_004812.1,7
718,Bovine gammaherpesvirus 4,False,NC_002665.1,7
720,Salmon isavirus,False,NC_006503.1  NC_006505.1  NC_006502.1  NC_006501.1  NC_006500.2  NC_006499.1  NC_006498.1  NC_006497.1,28
722,Thetaarterivirus mikelba 1,False,NC_025112.1,22
726,Cadicivirus A,False,NC_021178.1,2
730,Maize stripe tenuivirus,False,NC_038751.1  NC_038754.1  NC_038752.1  NC_038753.1,12
731,Betaarterivirus chinrav 1,False,NC_028963.1,22
737,Jonchet jonvirus,False,KP710232.1  KP710240.1  KP710243.1,33
739,Limnipivirus C,False,NC_023437.1,2
743,Rotavirus A,True,EF554137.1  EF554138.1  EF554139.1  EF554140.1  EF554143.1  EF554141.1  EF554145.1  EF554142.1  EF554144.1  EF554146.1  EF554147.1,18
745,Lambdaarterivirus afriporav,False,NC_026439.1,22
748,Banna virus,True,NC_004211.1  NC_004217.1  NC_004218.1  NC_004219.1  NC_004220.1  NC_004221.1  NC_004204.1  NC_004203.1  NC_004202.1  NC_004201.1  NC_004200.1  NC_004198.1,18
753,Bubaline alphaherpesvirus 1,False,KU936049.1,7
756,Anativirus A,False,NC_006553.1,2
757,Porcine circovirus 1,False,NC_001792.2,6
758,Hepatovirus C,False,NC_038313.1,2
759,Bovine mastadenovirus A,False,AC_000191.1,9
762,Hepatovirus A,True,NC_001489.1,2
768,Bovine torovirus,False,NC_007447.1,29
770,Aichivirus D,False,NC_027919.1,2
771,Avisivirus B,False,NC_024766.1,2
773,Palyam virus,True,NC_005990.1  NC_005986.1  NC_005989.1  NC_005991.1  NC_005993.1  NC_005987.1  NC_005988.1  NC_005994.1  NC_005992.1  NC_005995.1,18
776,Warrego virus,False,KJ495755.1  KJ495756.1  KJ495757.1  KJ495758.1  KJ495759.1  KJ495760.1  KJ495762.1  KJ495761.1  KJ495763.1  KJ495764.1,18
777,Sicinivirus A,False,NC_023861.1,2
778,Iranian wheat stripe tenuivirus,False,NC_038748.1  NC_038750.1  NC_038749.1,12
780,Feline calicivirus,False,NC_001481.2,26
784,Human picobirnavirus,True,NC_007026.1  NC_007027.1,35
785,Megrivirus A,False,NC_023858.1,2
788,Harkavirus A,False,NC_026921.1,2
792,Cardiovirus B,True,NC_001366.1,2
794,Enterovirus E,False,NC_001859.1,2
795,Limnipivirus B,False,NC_023162.1,2
801,Wallal virus,False,NC_022553.1  NC_022554.1  NC_022555.1  NC_022560.1  NC_022556.1  NC_022561.1  NC_022562.1  NC_022557.1  NC_022558.1  NC_022559.1,18
804,Saimiriine alphaherpesvirus 1,False,NC_014567.1,7
808,Rice grassy stunt tenuivirus,False,NC_002327.1  NC_002323.1  NC_002328.1  NC_002324.1  NC_002325.1  NC_002326.1,12
812,Sakobuvirus A,False,NC_022802.1,2
814,Betaarterivirus suid 2,False,NC_038291.1,22
816,Betaarterivirus suid 1,False,AF046869.1,22
818,Infectious bursal disease virus,False,NC_004178.1  NC_004179.1,30
820,Gammaarterivirus lacdeh,False,NC_001639.1,22
828,Murid gammaherpesvirus 4,False,NC_001826.2,7
830,Oscivirus A,False,NC_014412.1,2
831,Pasivirus A,False,NC_018226.1,2
832,Erbovirus A,False,NC_003983.1,2
833,Kunsagivirus A,False,NC_038317.1,2
837,Rodent erythroparvovirus 1,False,GQ200736.1,17
839,Avastrovirus 2,False,NC_003790.1,24
847,Deltaarterivirus hemfev,False,NC_003092.2,22
848,Aquamavirus A,False,NC_009891.1,2
849,Deltaarterivirus pejah,False,NC_027124.1,22
850,Thetaarterivirus kafuba,False,NC_029053.1,22
852,Epsilonarterivirus hemcep,False,NC_038293.1,22
854,Iotaarterivirus debrazmo,False,NC_026509.1,22
860,Salivirus A,True,NC_012986.1,2
1,Acerodon celebensis polyomavirus 1,False,NC_038554.1,3
2,Acerodon celebensis polyomavirus 2,False,NC_026762.1,3
4,Aguacate phlebovirus,False,NC_015451.1 NC_015450.1 NC_015452.1,12
5,Ailurivirus A,False,MF327529.1,2
6,Ailuropoda melanoleuca polyomavirus 1,False,NC_035181.1,3
9,Alcube phlebovirus,False,KR363190.1 KR363191.1 KR363192.1,12
10,Alenquer phlebovirus,True,HM119401.1 HM119402.1 HM119403.1,12
11,American dog uukuvirus,False,KM048311.1 KM048312.1,12
13,Anatid alphaherpesvirus 1,False,JF999965.1,7
14,Anativirus B,False,KT880670.1,2
16,Anser anser polyomavirus 1,False,NC_004800.1,3
17,Anseriform dependoparvovirus 1,False,NC_006147.2,17
18,Aotine betaherpesvirus 1,False,NC_016447.1,7
19,Artibeus planirostris polyomavirus 1,False,NC_038558.1,3
20,Artibeus planirostris polyomavirus 2,False,NC_038555.1,3
21,Artibeus planirostris polyomavirus 3,False,NC_038556.1,3
22,Arumowot phlebovirus,False,MF593931.1 MF593932.1 MF593933.1,12
23,Asikkala orthohantavirus,False,NC_043068.1 NC_043069.1 NC_043070.1,19
24,Ateles paniscus polyomavirus 1,False,NC_019853.1,3
25,Aves polyomavirus 1,False,NC_004764.2,3
27,Avian dependoparvovirus 1,False,NC_004828.1,17
34,Badger associated gemykibivirus 1,False,NC_026806.1,11
38,Bat associated circovirus 1,False,NC_038385.1,6
39,Bat associated circovirus 10,False,NC_035799.1,6
40,Bat associated circovirus 11,False,KX756996.1,6
41,Bat associated circovirus 12,False,KJ641716.1,6
42,Bat associated circovirus 2,False,NC_021206.1,6
43,Bat associated circovirus 3,False,NC_038386.1,6
44,Bat associated circovirus 4,False,NC_028045.1,6
45,Bat associated circovirus 5,False,NC_038387.1,6
46,Bat associated circovirus 6,False,NC_038388.1,6
47,Bat associated circovirus 7,False,NC_038389.1,6
48,Bat associated circovirus 8,False,NC_038390.1,6
49,Bat associated circovirus 9,False,NC_039033.1,6
50,Bat associated cyclovirus 1,False,NC_034547.1,6
51,Bat associated cyclovirus 10,False,NC_025792.1,6
52,Bat associated cyclovirus 11,False,NC_038400.1,6
53,Bat associated cyclovirus 12,False,NC_025791.1,6
54,Bat associated cyclovirus 13,False,NC_038401.1,6
55,Bat associated cyclovirus 14,False,NC_038402.1,6
56,Bat associated cyclovirus 15,False,NC_038403.1,6
57,Bat associated cyclovirus 16,False,NC_038404.1,6
58,Bat associated cyclovirus 2,False,NC_038393.1,6
59,Bat associated cyclovirus 3,False,NC_038394.1,6
60,Bat associated cyclovirus 4,False,NC_038395.1,6
61,Bat associated cyclovirus 5,False,NC_014929.1,6
62,Bat associated cyclovirus 6,False,NC_038396.1,6
63,Bat associated cyclovirus 7,False,NC_038397.1,6
