Unnamed: 0,Species,Human Host,Accessions,viral_family
159,Enterovirus B,True,AB426609.1,2
161,Enterovirus D,True,NC_001430.1,2
163,Punta Toro phlebovirus,True,NC_027203.1  NC_027201.1  NC_027202.1,12
164,Mamastrovirus 3,False,NC_025379.1,24
165,Sapelovirus A,False,NC_003987.1,2
166,Walleye dermal sarcoma virus,False,NC_001867.1,16
168,Rotavirus G,False,NC_021590.1  NC_021580.1  NC_021581.1  NC_021589.1  NC_021583.1  NC_021588.1  NC_021585.1  NC_021584.1  NC_021582.1  NC_021586.1  NC_021587.1,18
171,Taterapox virus,False,NC_008291.1,14
174,Human betaherpesvirus 5,True,NC_006273.2,7
179,Torchivirus A,False,NC_025890.1,2
180,Bos taurus polyomavirus 1,False,NC_001442.1,3
183,Thogoto thogotovirus,True,NC_006508.1  NC_006495.1  NC_006496.1  NC_006506.1  NC_006507.1  NC_006504.1,28
184,Sosuga pararubulavirus,True,NC_025343.1,10
185,Human metapneumovirus,True,NC_004148.2,34
188,Rotterdam reptarenavirus,False,NC_018484.1  NC_018481.1,15
191,Tamdy orthonairovirus,False,NC_031284.1  NC_031285.1  NC_031286.1,25
192,Parechovirus A,True,NC_001897.1,2
193,Tacaribe mammarenavirus,True,NC_004292.1  NC_004293.1,15
195,Avian metaavulavirus 5,False,NC_025361.1,10
198,Avian metapneumovirus,False,NC_007652.1,34
200,Phocine morbillivirus,False,NC_028249.1,10
204,Mesocricetus auratus polyomavirus 1,False,NC_001663.2,3
205,Cosavirus D,True,NC_012802.1,2
206,Western chimpanzee simian foamy virus,True,NC_001364.1,16
209,Rinderpest morbillivirus,False,NC_006296.2,10
210,Influenza C virus,True,KM504277.1  KM504278.1  KM504279.1  KM504280.1  KM504281.1  KM504282.1  KM504283.1,28
211,Panine betaherpesvirus 2,False,NC_003521.1,7
213,Pseudocowpox virus,True,NC_013804.1,14
214,Uukuniemi phlebovirus,True,NC_005214.1  NC_005220.1  NC_005221.1,12
215,Human gammaherpesvirus 4,True,NC_007605.1,7
218,Orf virus,True,NC_005336.1,14
219,Sakhalin orthonairovirus,False,KU925494.1  KU925495.1  KU925496.1,25
220,Rift Valley fever phlebovirus,True,NC_014397.1  NC_014396.1  NC_014395.1,12
221,Squirrelpox virus,False,NC_022563.1,14
222,Macacine gammaherpesvirus 5,False,NC_003401.1,7
224,Bovine leukemia virus,False,NC_001414.1,16
225,Parapoxvirus of red deer in New Zealand,False,NC_025963.1,14
228,Cercopithecine betaherpesvirus 5,False,NC_012783.2,7
231,Rhinovirus A,True,NC_001617.1,2
234,Human polyomavirus 2,True,NC_001699.1,3
236,Hepatovirus D,False,NC_028363.1,2
237,Ghanaian bat henipavirus,False,NC_025256.1,10
240,Rhesus macaque simian foamy virus,True,NC_010819.1,16
246,Avastrovirus 3,False,NC_005790.1,24
247,Porcine orthorubulavirus,False,NC_009640.1,10
248,Mamastrovirus 8,True,GQ415660.1,24
250,Vesicular exanthema of swine virus,True,NC_002551.1,26
252,Cosavirus E,True,NC_012798.1,2
256,Human respirovirus 1,True,NC_003461.1,10
257,Variola virus,True,NC_001611.1,14
259,Tupaiid betaherpesvirus 1,False,NC_002794.1,7
260,Ectromelia virus,False,NC_004105.1,14
261,Equine foamy virus,False,NC_002201.1,16
262,Yunnan orbivirus,False,NC_007656.1  NC_007657.1  NC_007658.1  NC_007659.1  NC_007660.1  NC_007661.1  NC_007662.1  NC_007663.1  NC_007664.1  NC_007665.1,18
263,Grivet simian foamy virus,True,NC_010820.1,16
266,Latino mammarenavirus,False,NC_010760.1  NC_010758.1,15
268,Mamastrovirus 5,False,KY765684.1,24
269,Cardiovirus C,False,NC_038305.1,2
270,Jembrana disease virus,False,U21603.1,16
272,Merino Walk mammarenavirus,False,NC_023763.1  NC_023764.1,15
275,Enterovirus F,False,NC_021220.1,2
276,Simian immunodeficiency virus,True,NC_001549.1,16
278,Avian paraavulavirus 4,False,NC_019531.1,10
279,Golden reptarenavirus,False,NC_018482.1  NC_018483.1,15
282,Crimean-Congo hemorrhagic fever orthonairovirus,True,NC_005301.3  NC_005300.2  NC_005302.1,25
283,California reptarenavirus,False,NC_023762.1  NC_023761.1,15
284,Dhori thogotovirus,False,NC_034261.1  NC_034263.1  NC_034254.1  NC_034255.1  NC_034262.1  NC_034256.1,28
287,Primate T-lymphotropic virus 3,True,EU649782.1,16
290,Camelpox virus,False,NC_003391.1,14
292,Loei River mammarenavirus,False,KC669693.1  KC669698.1,15
295,Teviot pararubulavirus,False,NC_039198.1,10
296,Kadipiro virus,False,NC_004210.1  NC_004212.1  NC_004213.1  NC_004214.1  NC_004215.1  NC_004216.1  NC_004209.1  NC_004208.1  NC_004207.1  NC_004206.1  NC_004205.1  NC_004199.1,18
300,Squirrel monkey retrovirus,False,NC_001514.1,16
307,Bovine respirovirus 3,False,NC_002161.1,10
308,Macaca mulatta polyomavirus 1,True,NC_001669.1,3
309,Flexal mammarenavirus,True,NC_010759.1  NC_010757.1,15
311,Alcelaphine gammaherpesvirus 2,False,NC_024382.1,7
312,Mouse mammary tumor virus,False,NC_001503.1,16
314,Canine morbillivirus,True,NC_001921.1,10
315,Bluetongue virus,False,NC_006023.1  NC_006013.2  NC_006014.1  NC_006024.2  NC_006025.1  NC_006010.1  NC_006022.1  NC_006007.1  NC_006008.1  NC_006015.1,18
316,Enterovirus G,False,NC_004441.1,2
317,Marburg marburgvirus,True,NC_001608.3,27
320,Hepatovirus G,False,NC_038316.1,2
321,Equine encephalosis virus,False,FJ183384.1  FJ183385.1  FJ183386.1  FJ183387.1  FJ183388.1  FJ183389.1  FJ183390.1  FJ183391.1  FJ183392.1  FJ183393.1,18
322,Human alphaherpesvirus 2,True,NC_001798.2,7
324,Callitrichine gammaherpesvirus 3,False,NC_004367.1,7
325,Cardiovirus A,True,NC_001479.1,2
327,Serra do Navio mammarenavirus,False,NC_010251.1  NC_010247.1,15
330,Puma lentivirus,False,U03982.1,16
332,Luna mammarenavirus,False,NC_016153.1  NC_016152.1,15
335,Avian metaavulavirus 7,False,NC_025347.1,10
337,Ovine gammaherpesvirus 2,False,NC_007646.1,7
338,Bovine papular stomatitis virus,True,NC_005337.1,14
339,Chapare mammarenavirus,True,NC_010563.1  NC_010562.1,15
342,Lymphocytic choriomeningitis mammarenavirus,True,NC_004291.1  NC_004294.1,15
343,Primate T-lymphotropic virus 2,True,Y13051.1,16
344,Hepatitis B virus,True,AJ344115.1,23
345,Hepatovirus F,False,NC_038315.1,2
346,Tamiami mammarenavirus,False,NC_010702.1  NC_010701.1,15
347,Cosavirus B,True,NC_012801.1,2
348,Mason-Pfizer monkey virus,False,NC_001550.1,16
349,Phasi Charoen-like phasivirus,False,NC_038262.1  NC_038261.1  NC_038263.1,12
350,Saimiriine gammaherpesvirus 2,False,NC_001350.1,7
352,Pirital mammarenavirus,False,NC_005897.1  NC_005894.1,15
353,Rabbit hemorrhagic disease virus,False,NC_001543.1,26
355,Woolly monkey sarcoma virus,False,NC_009424.5,16
357,Murid betaherpesvirus 2,False,NC_002512.2,7
359,Hazara orthonairovirus,False,NC_038709.1  NC_038710.1  NC_038711.1,25
361,Yichang insect goukovirus,False,NC_031320.1  NC_031321.1  NC_031322.1,12
362,Aalivirus A,False,NC_023985.1,2
365,Gibbon ape leukemia virus,False,KT724048.1,16
367,Lunk mammarenavirus,False,NC_018711.1  NC_018710.1,15
368,Cowpox virus,True,NC_003663.2,14
369,Rotavirus H,True,NC_007548.1  NC_007549.1  NC_007550.1  NC_007551.1  NC_007552.1  NC_007553.1  NC_007554.1  NC_007555.1  NC_007556.1  NC_007557.1  NC_007558.1,18
371,Umatilla virus,False,NC_024503.1  NC_024504.1  NC_024505.1  NC_024506.1  NC_024507.1  NC_024508.1  NC_024509.1  NC_024510.1  NC_024499.1  NC_024500.1,18
372,Equid alphaherpesvirus 3,False,NC_024771.1,7
373,Rotavirus I,False,NC_026825.2  NC_026826.2  NC_026828.2  NC_026827.2  NC_026820.2  NC_026829.2  NC_026821.2  NC_026822.2  NC_026830.2  NC_026823.2  NC_026824.2,18
374,Allpahuayo mammarenavirus,False,NC_010249.1  NC_010253.1,15
378,Avastrovirus 1,False,NC_002470.1,24
379,Equid gammaherpesvirus 2,False,NC_001650.2,7
380,Corriparta virus,False,KC853042.1  KC853043.1  KC853044.1  KC853045.1  KC853046.1  KC853047.1  KC853048.1  KC853049.1  KC853050.1  KC853051.1,18
381,Feline immunodeficiency virus,False,NC_001482.1,16
385,Dugbe orthonairovirus,True,NC_004159.1  NC_004158.1  NC_004157.1,25
386,Equid alphaherpesvirus 4,False,NC_001844.1,7
387,Molluscum contagiosum virus,True,NC_001731.1,14
392,Sheeppox virus,False,NC_004002.1,14
394,Lassa mammarenavirus,True,NC_004297.1  NC_004296.1,15
395,Ground squirrel hepatitis virus,False,NC_001484.1,23
396,Passerivirus A,False,NC_014411.1,2
397,Human alphaherpesvirus 3,True,NC_001348.1,7
399,Avian paraavulavirus 3,False,NC_025373.1,10
401,Achimota pararubulavirus 1,False,NC_025403.1,10
402,Porcine circovirus 2,False,NC_005148.1,6
404,Tuhoko pararubulavirus 1,False,NC_025410.1,10
407,Peruvian horse sickness virus,False,NC_007748.1  NC_007749.1  NC_007750.1  NC_007751.1  NC_007755.1  NC_007752.1  NC_007756.1  NC_007754.1  NC_007753.1  NC_007757.1,18
410,Mammalian orthorubulavirus 5,True,NC_006430.1,10
411,Bear Canyon mammarenavirus,False,NC_010255.1  NC_010256.1,15
413,Kasokero orthonairovirus,True,NC_036636.1  NC_029933.1  NC_029932.1,25
414,Achimota pararubulavirus 2,False,NC_025404.1,10
416,Rotavirus C,True,NC_007547.1  NC_007546.1  NC_007572.1  NC_007574.1  NC_007570.1  NC_007543.1  NC_007544.1  NC_007571.1  NC_007545.1  NC_007569.1  NC_007573.1,18
419,Orthohepevirus B,False,NC_023425.1,32
420,Porcine respirovirus 1,False,NC_025402.1,10
421,Changuinola virus,True,NC_022639.1  NC_022633.1  NC_022634.1  NC_022640.1  NC_022635.1  NC_022641.1  NC_022636.1  NC_022637.1  NC_022642.1  NC_022638.1,18
424,Lujo mammarenavirus,True,NC_012777.1  NC_012776.1,15
426,Mus musculus polyomavirus 1,False,NC_001515.2,3
427,Equine infectious anemia virus,False,NC_001450.1,16
429,Mosavirus A,False,NC_023987.1,2
430,Mischivirus A,False,NC_034381.1,2
433,Gairo mammarenavirus,False,NC_026247.1  NC_026246.1,15
434,Rabovirus A,False,NC_026314.1,2
435,Yaba monkey tumor virus,False,NC_005179.1,14
436,Enterovirus A,True,KU254596.1,2
437,Cervid alphaherpesvirus 2,False,MH036943.1,7
438,Parechovirus C,False,NC_021482.1,2
440,Lebombo virus,True,JQ610665.1  JQ610666.1  JQ610667.1  JQ610668.1  JQ610669.1  JQ610670.1  JQ610671.1  JQ610672.1  JQ610673.1  JQ610674.1,18
441,Oliveros mammarenavirus,False,NC_010250.1  NC_010248.1,15
442,Ferak feravirus,False,KP710246.1  KP710264.1  KP710267.1,33
444,Avian orthoavulavirus 1,True,NC_039223.1,10
445,Whitewater Arroyo mammarenavirus,True,NC_010703.1  NC_010700.1,15
447,Wenzhou mammarenavirus,False,NC_026019.1  NC_026018.1,15
450,Eyach virus,False,NC_003696.1  NC_003697.1  NC_003698.1  NC_003699.1  NC_003700.1  NC_003701.1  NC_003702.1  NC_003703.1  NC_003704.1  NC_003705.1  NC_003706.1  NC_003707.1,20
451,Avisivirus C,False,NC_024767.1,2
454,Jaagsiekte sheep retrovirus,False,NC_001494.1,16
455,Bovine immunodeficiency virus,False,NC_001413.1,16
457,Micromonas pusilla reovirus,False,NC_008171.1  NC_008172.1  NC_008173.1  NC_008174.1  NC_008175.1  NC_008176.1  NC_008177.1  NC_008178.1  NC_008179.1  NC_008180.1  NC_008181.1,18
459,Volepox virus,False,NC_031033.1,14
461,Potamipivirus A,False,NC_022332.1,2
463,Dera Ghazi Khan orthonairovirus,False,KU925437.1  KU925438.1  KU925439.1,25
464,Visna-maedi virus,False,NC_001452.1,16
465,Equid gammaherpesvirus 5,False,NC_026421.1,7
466,Hepatovirus B,False,NC_027818.1,2
467,Thiafora orthonairovirus,True,NC_029909.1  NC_029934.1  NC_029910.1,25
468,Feline foamy virus,False,NC_001871.1,16
471,Mamastrovirus 13,False,NC_002469.1,24
474,Tuhoko pararubulavirus 3,False,NC_025350.1,10
476,Hepatovirus I,False,NC_028364.1,2
477,Sapporo virus,True,NC_006554.1,26
478,Rice hoja blanca tenuivirus,False,NC_036597.1  NC_036598.1  NC_036602.1  NC_036599.1,12
480,Mus musculus polyomavirus 2,False,NC_001505.2,3
481,Avisivirus A,False,NC_038304.1,2
483,Murid betaherpesvirus 1,False,NC_004065.1,7
485,Mamastrovirus 9,True,NC_013060.1,24
486,Hunnivirus A,False,NC_018668.1,2
490,Bovine rhinitis B virus,False,NC_010354.1,2
491,Nairobi sheep disease orthonairovirus,False,NC_034387.1  NC_034391.1  NC_034386.1,25
492,Avian metaavulavirus 8,False,NC_039195.1,10
499,Aquareovirus G,False,NC_010584.1  NC_010585.1  NC_010586.1  NC_010587.1  NC_010588.1  NC_010589.1  NC_010590.1  NC_010591.1  NC_010592.1  NC_010593.1  NC_010594.1,20
502,Rice dwarf virus,False,NC_003760.1  NC_003761.1  NC_003762.1  NC_003763.1  NC_003764.1  NC_003765.1  NC_003766.1  NC_003767.1  NC_003768.1  NC_003772.1  NC_003773.1  NC_003774.1,18
506,Canid alphaherpesvirus 1,False,NC_030117.1,7
507,Human orthorubulavirus 2,True,NC_003443.1,10
509,Feline leukemia virus,False,NC_001940.1,16
510,Human orthorubulavirus 4,True,NC_021928.1,10
512,Orungo virus,True,JQ610675.1  JQ610676.1  JQ610677.1  JQ610678.1  JQ610679.1  JQ610680.1  JQ610681.1  JQ610682.1  JQ610683.1  JQ610684.1,18
515,Limnipivirus A,False,NC_018506.1,2
516,Woodchuck hepatitis virus,False,NC_004107.1,23
517,Cumuto goukovirus,False,KF543244.1  KF543245.1  KF543246.1,12
518,Raccoonpox virus,False,NC_027213.1,14
520,Human respirovirus 3,True,NC_001796.2,10
522,Rice ragged stunt virus,False,NC_003759.1  NC_003757.1  NC_003749.1  NC_003769.1  NC_003750.1  NC_003751.1  NC_003771.1  NC_003752.1  NC_003770.1  NC_003758.1,20
526,Rabbit fibroma virus,False,NC_001266.1,14
530,Orthohepevirus D,False,NC_018382.1,32
531,Chobar Gorge virus,False,NC_027553.1  NC_027554.1  NC_027555.1  NC_027556.1  NC_027557.1  NC_027558.1  NC_027559.1  NC_027560.1  NC_027561.1  NC_027562.1,18
534,Wad Medani virus,False,NC_027533.1  NC_027539.1  NC_027540.1  NC_027541.1  NC_027542.1  NC_027543.1  NC_027544.1  NC_027545.1  NC_027546.1  NC_027547.1,18
535,Reptilian orthoreovirus,False,NC_023813.1  NC_023814.1  NC_023819.1  NC_023816.1  NC_023815.1  NC_023820.1  NC_023822.1  NC_023821.1  NC_023817.1  NC_023818.1,20
536,Aichivirus A,True,AY747174.1,2
537,Sapelovirus B,False,NC_004451.1,2
540,Rotavirus D,False,NC_014511.1  NC_014512.1  NC_014513.1  NC_014514.1  NC_014515.1  NC_014516.1  NC_014517.1  NC_014518.1  NC_014519.1  NC_014520.1  NC_014521.1,18
543,Wound tumor virus,False,NC_038948.1  NC_038944.1  NC_038949.1  NC_038945.1  NC_038951.1  NC_038946.1  NC_038950.1  NC_038947.1  NC_038952.1,18
546,Avian metaavulavirus 11,False,NC_025407.1,10
549,Equid alphaherpesvirus 1,False,NC_001491.2,7
550,Okahandja mammarenavirus,False,NC_027137.1  NC_027135.1,15
552,Bovine rhinitis A virus,False,NC_038303.1,2
554,Fly wubeivirus,False,NC_031298.1  NC_031295.1  NC_031297.1,12
555,Monkeypox virus,True,NC_003310.1,14
556,Estero Real orthonairovirus,False,MH017280.1  MH017286.1  MH017274.1,25
557,Mumps orthorubulavirus,True,NC_002200.1,10
558,Mischivirus C,False,NC_026470.1,2
559,Keterah orthonairovirus,False,NC_034392.1  NC_034388.1  NC_034389.1,25
560,Moloney murine sarcoma virus,False,NC_001502.1,16
563,Paraguayan mammarenavirus,False,NC_010761.1  NC_010756.1,15
565,Lumpy skin disease virus,False,NC_003027.1,14
566,Wutai mosquito phasivirus,False,NC_031317.1  NC_031318.1  NC_031319.1,12
567,Rubella virus,True,NC_001545.2,37
569,Quaranfil quaranjavirus,True,GQ499302.1  GQ499303.1  FJ861695.1  JN412853.1  FJ861694.1  GQ499304.1,28
573,Goatpox virus,False,NC_004003.1,14
575,Swinepox virus,False,NC_003389.1,14
576,Cercopithecine alphaherpesvirus 2,False,NC_006560.1,7
578,Gouleako goukovirus,False,HQ541738.1  HQ541737.1  HQ541736.1,12
579,Nilaparvata lugens reovirus,False,NC_003654.1  NC_003655.1  NC_003656.1  NC_003657.1  NC_003658.1  NC_003659.1  NC_003660.1  NC_003653.1  NC_003661.1  NC_003652.1,20
582,Newbury 1 virus,False,NC_007916.1,26
584,Brazilian mammarenavirus,True,NC_006313.1  NC_006317.1,15
585,Enterovirus I,False,KP345887.1,2
587,Orthohepevirus C,False,GU345042.1,32
589,Nipah henipavirus,True,NC_002728.1,10
591,Aichivirus F,False,KJ641694.1,2
592,Avihepatovirus A,False,NC_008250.2,2
595,Cetacean morbillivirus,False,NC_005283.1,10
596,Tuhoko pararubulavirus 2,False,NC_025348.1,10
597,Alcelaphine gammaherpesvirus 1,False,NC_002531.1,7
598,Aedes pseudoscutellaris reovirus,False,NC_007666.1  NC_007667.1  NC_007668.1  NC_007669.1  NC_007670.1  NC_007671.1  NC_007672.1  NC_007673.1  NC_007674.1,20
599,Rice stripe tenuivirus,False,NC_003755.1  NC_003754.1  NC_003776.1  NC_003753.1,12
600,Mamastrovirus 2,False,NC_024701.1,24
602,Suid alphaherpesvirus 1,False,NC_006151.1,7
603,Small ruminant morbillivirus,False,NC_006383.2,10
606,Solwezi mammarenavirus,False,NC_038366.1  NC_038367.1,15
607,Bovine alphaherpesvirus 5,False,NC_005261.2,7
608,Mobala mammarenavirus,False,NC_007904.1  NC_007903.1,15
610,Avian metaavulavirus 6,False,NC_039194.1,10
611,European brown hare syndrome virus,False,NC_002615.1,26
612,Macacine betaherpesvirus 3,False,NC_006150.1,7
613,Mamastrovirus 10,False,NC_004579.1,24
614,Parechovirus D,False,NC_034453.1,2
615,Gallivirus A,False,NC_018400.1,2
617,Caviid betaherpesvirus 2,False,NC_020231.1,7
620,Reptilian ferlavirus,False,NC_005084.2,10
621,Ampivirus A,False,NC_027214.1,2
623,Avian leukosis virus,False,KY235336.1,16
624,Cypovirus 2,False,NC_023491.1  NC_023486.1  NC_023492.1  NC_023487.1  NC_023488.1  NC_023493.1  NC_023489.1  NC_023494.1  NC_023490.1  NC_023495.1,20
625,African horse sickness virus,False,NC_006021.1  NC_005996.1  NC_006017.1  NC_006012.1  NC_006020.1  NC_006018.1  NC_006011.1  NC_006019.1  NC_006016.1  NC_006009.1,18
628,Liao ning virus,False,NC_007736.1  NC_007737.1  NC_007738.1  NC_007739.1  NC_007740.1  NC_007741.1  NC_007742.1  NC_007743.1  NC_007744.1  NC_007745.1  NC_007746.1  NC_007747.1,18
631,Epizootic hemorrhagic disease virus,False,NC_013396.1  NC_013397.1  NC_013398.1  NC_013399.1  NC_013400.1  NC_013401.1  NC_013403.1  NC_013402.1  NC_013404.1  NC_013405.1,18
632,Senecavirus A,False,NC_011349.1,2
636,Murine respirovirus,False,NC_001552.1,10
637,Cypovirus 15,False,NC_002557.1  NC_002558.1  NC_002559.1  NC_002567.1  NC_002560.1  NC_002561.1  NC_002562.1  NC_002563.1  NC_002564.1  NC_002565.1  NC_002566.1,20
638,Aichivirus C,False,NC_011829.1,2
639,Equid alphaherpesvirus 9,False,NC_011644.1,7
642,Eubenangee virus,False,JQ070376.1  JQ070377.1  JQ070378.1  JQ070379.1  JQ070380.1  JQ070381.1  JQ070382.1  JQ070383.1  JQ070384.1  JQ070385.1,18
645,Rosavirus A,False,NC_024070.1,2
649,Hepatovirus E,False,NC_038314.1,2
651,Avian orthoavulavirus 13,False,NC_030231.1,10
652,Papiine alphaherpesvirus 2,False,NC_007653.1,7
654,Avian orthoavulavirus 9,False,NC_025390.1,10
655,Parechovirus B,True,NC_003976.2,2
656,Equine rhinitis A virus,False,NC_003982.1,2
662,Ateline alphaherpesvirus 1,False,NC_034446.1,7
664,Felid alphaherpesvirus 1,False,NC_013590.2,7
666,Cali mammarenavirus,False,NC_006439.1  NC_006447.1,15
667,Mapuera orthorubulavirus,False,NC_009489.1,10
668,Great Island virus,True,NC_014522.1  NC_014523.1  NC_014524.1  NC_014525.1  NC_014526.1  NC_014527.1  NC_014528.1  NC_014529.1  NC_014530.1  NC_014531.1,18
669,Chenuda virus,False,KP268794.1  KP268795.1  KP268796.1  KP268797.1  KP268798.1  KP268799.1  KP268800.1  KP268801.1  KP268802.1  KP268803.1,18
670,Influenza D virus,False,NC_036616.1  NC_036615.1  NC_036619.1  NC_036618.1  NC_036617.1  NC_036620.1  NC_036621.1,28
671,Aichivirus B,False,NC_004421.1,2
673,Bovine alphaherpesvirus 1,False,NC_001847.1,7
674,Mojiang henipavirus,False,NC_025352.1,10
676,Aichivirus E,False,KT325852.1,2
677,Bovine foamy virus,False,NC_001831.1,16
678,Tanapox virus,True,NC_002642.1,14
682,Macropodid alphaherpesvirus 1,False,NC_029132.1,7
683,Mycoreovirus 3,False,NC_007535.1  NC_007533.1  NC_007536.1  NC_007524.1  NC_007534.1  NC_007525.1  NC_007526.1  NC_007527.1  NC_007528.1  NC_007529.1  NC_007531.1  NC_007532.1,20
685,Bat mumps orthorubulavirus,False,NC_038271.1,10
686,Myxoma virus,False,NC_001132.2,14
689,Human betaherpesvirus 7,True,NC_001716.2,7
690,Hepatovirus H,False,NC_028365.1,2
691,Badu phasivirus,False,NC_038257.1  NC_038258.1  NC_038259.1,12
694,St Croix River virus,False,NC_005997.1  NC_005998.1  NC_005999.1  NC_006000.1  NC_006001.1  NC_006002.1  NC_006003.1  NC_006004.1  NC_006005.1  NC_006006.1,18
695,Alphaarterivirus equid,False,NC_002532.2,22
697,Equid alphaherpesvirus 8,False,NC_017826.1,7
698,Hendra henipavirus,True,NC_001906.3,10
699,Reptile sunshinevirus 1,False,NC_025345.1,38
700,Kappaarterivirus wobum,False,NC_026811.2,22
701,Teschovirus A,False,NC_003985.1,2
702,Rice black streaked dwarf virus,False,NC_003728.1  NC_003729.1  NC_003730.1  NC_003731.1  NC_003732.1  NC_003733.1  NC_003734.1  NC_003735.1  NC_003736.1  NC_003737.1,20
703,Cervid alphaherpesvirus 1,False,MH036942.1,7
704,Menangle pararubulavirus,True,NC_007620.1,10
705,Aquareovirus A,False,NC_007582.1  NC_007583.1  NC_007584.1  NC_007586.1  NC_007592.1  NC_007585.1  NC_007587.1  NC_007588.1  NC_007589.1  NC_007590.1  NC_007591.1,20
709,Tioman pararubulavirus,False,NC_004074.1,10
710,Salmon aquaparamyxovirus,False,NC_025360.1,10
711,Rice gall dwarf virus,False,NC_009245.1  NC_009241.1  NC_009248.1  NC_009242.1  NC_009249.1  NC_009243.1  NC_009250.1  NC_009244.1  NC_009251.1  NC_009252.1  NC_009246.1  NC_009247.1,18
712,Foot-and-mouth disease virus,True,NC_004004.1,2
714,Rotavirus B,True,NC_021541.1  NC_021545.1  NC_021551.1  NC_021543.1  NC_021546.1  NC_021544.1  NC_021547.1  NC_021548.1  NC_021542.1  NC_021550.1  NC_021549.1,18
716,Macacine alphaherpesvirus 1,True,NC_004812.1,7
717,Guanarito mammarenavirus,True,NC_005082.1  NC_005077.1,15
718,Bovine gammaherpesvirus 4,False,NC_002665.1,7
719,Cedar henipavirus,False,NC_025351.1,10
720,Salmon isavirus,False,NC_006503.1  NC_006505.1  NC_006502.1  NC_006501.1  NC_006500.2  NC_006499.1  NC_006498.1  NC_006497.1,28
722,Thetaarterivirus mikelba 1,False,NC_025112.1,22
725,Porcine type-C oncovirus,False,GU980187.1,16
726,Cadicivirus A,False,NC_021178.1,2
729,Cypovirus 5,False,NC_010670.1  NC_010669.1  NC_010668.1  NC_010667.1  NC_010666.1  NC_010665.1  NC_010662.1  NC_010664.1  NC_010663.1  NC_010661.1,20
730,Maize stripe tenuivirus,False,NC_038751.1  NC_038754.1  NC_038752.1  NC_038753.1,12
731,Betaarterivirus chinrav 1,False,NC_028963.1,22
732,Aquareovirus B,False,NC_038630.1  NC_038629.1  NC_038624.1  NC_038625.1  NC_038631.1  NC_038626.1  NC_038627.1  NC_038632.1  NC_038628.1  NC_038633.1,20
737,Jonchet jonvirus,False,KP710232.1  KP710240.1  KP710243.1,33
