Unnamed: 0,Species,Human Host,Accessions,viral_family
96,Murine orthopneumovirus,False,NC_006579.1,34
97,Reston ebolavirus,True,NC_004161.1,27
98,Human mastadenovirus C,True,AC_000017.1,9
100,Norwalk virus,True,NC_001959.2,26
101,Mupapillomavirus 1,True,NC_001356.1,1
104,Morreton vesiculovirus,False,NC_034508.1,0
109,Wyeomyia orthobunyavirus,True,NC_034212.1  NC_034213.1  NC_034211.1,4
112,Catu orthobunyavirus,True,KP792660.1  KP792659.1  KP792658.1,4
114,Bimiti orthobunyavirus,False,KP792657.1  KP792656.1  KP792655.1,4
115,Caraparu orthobunyavirus,True,NC_034489.1  NC_034477.1  NC_034478.1,4
119,Cabassou virus,False,AF075259.1,21
120,Kappapapillomavirus 1,False,NC_002232.1,1
121,Cosavirus F,True,NC_034385.1,2
122,Tonate virus,True,AF075254.1,21
123,Influenza A virus,True,CY216614.1  CY216615.1  CY216616.1  CY216617.1  CY216618.1  CY216619.1  CY216620.1  CY216621.1,28
129,Bwamba orthobunyavirus,True,NC_034479.1  NC_034490.1  NC_034480.1,4
130,Isfahan vesiculovirus,True,NC_020806.1,0
131,West Caucasian bat lyssavirus,True,NC_025377.1,0
132,Oropouche orthobunyavirus,True,NC_005776.1  NC_005775.1  NC_005777.1,4
133,Salmon pancreas disease virus,False,NC_003930.1,21
134,Human polyomavirus 1,True,NC_001538.1,3
135,Mamastrovirus 1,True,NC_030922.1,24
137,Cosavirus A,True,NC_012800.1,2
139,Influenza B virus,True,MH245265.1  MH245264.1  MH245263.1  MH245262.1  MH245261.1  MH245260.1  MH245259.1  MH245258.1,28
140,Ungulate bocaparvovirus 1,False,NC_001540.1,17
143,Human orthopneumovirus,True,NC_001781.1,34
144,Gammapapillomavirus 2,True,NC_001690.1,1
145,Simian orthorubulavirus,False,NC_006428.1,10
148,Rotavirus F,False,NC_021625.1  NC_021626.1  NC_021631.1  NC_021630.1  NC_021632.1  NC_021635.1  NC_021633.1  NC_021628.1  NC_021627.1  NC_021629.1  NC_021634.1,18
149,Enterovirus H,False,NC_003988.1,2
151,Tremovirus A,False,NC_003990.1,2
152,Gammapapillomavirus 5,True,NC_010329.1,1
153,Akabane orthobunyavirus,False,NC_009894.1  NC_009895.1  NC_009896.1,4
157,Shimoni bat lyssavirus,True,NC_025365.1,0
159,Enterovirus B,True,AB426609.1,2
160,Carnivore amdoparvovirus 1,False,MF285607.1,17
161,Enterovirus D,True,NC_001430.1,2
162,Klamath tupavirus,False,NC_034549.1,0
164,Mamastrovirus 3,False,NC_025379.1,24
165,Sapelovirus A,False,NC_003987.1,2
167,Guama orthobunyavirus,True,KP792666.1  KP792665.1  KP792664.1,4
168,Rotavirus G,False,NC_021590.1  NC_021580.1  NC_021581.1  NC_021589.1  NC_021583.1  NC_021588.1  NC_021585.1  NC_021584.1  NC_021582.1  NC_021586.1  NC_021587.1,18
169,Piry vesiculovirus,True,KU178986.1,0
172,Anopheles A orthobunyavirus,True,KY793537.1  KY793538.1  KY793539.1,4
173,California encephalitis orthobunyavirus,True,NC_004108.1  NC_004109.1  NC_004110.1,4
175,Sindbis virus,True,KF981618.1,21
176,Alagoas vesiculovirus,True,NC_025353.1,0
177,Human mastadenovirus A,True,AC_000005.1,9
178,Puumala orthohantavirus,True,NC_005225.1  NC_005223.1  NC_005224.1,19
179,Torchivirus A,False,NC_025890.1,2
180,Bos taurus polyomavirus 1,False,NC_001442.1,3
181,Bertioga orthobunyavirus,False,KY013487.1  KY013488.1  KY013489.1,4
182,Ikoma lyssavirus,True,NC_018629.1,0
183,Thogoto thogotovirus,True,NC_006508.1  NC_006495.1  NC_006496.1  NC_006506.1  NC_006507.1  NC_006504.1,28
184,Sosuga pararubulavirus,True,NC_025343.1,10
185,Human metapneumovirus,True,NC_004148.2,34
186,Eastern equine encephalitis virus,True,NC_003899.1,21
187,Batama orthobunyavirus,False,NC_038722.1,4
189,Bovine mastadenovirus C,False,AF027599.2,9
191,Tamdy orthonairovirus,False,NC_031284.1  NC_031285.1  NC_031286.1,25
192,Parechovirus A,True,NC_001897.1,2
195,Avian metaavulavirus 5,False,NC_025361.1,10
197,Thimiri orthobunyavirus,False,MH484336.1  MH484337.1  MH484338.1,4
198,Avian metapneumovirus,False,NC_007652.1,34
200,Phocine morbillivirus,False,NC_028249.1,10
201,Andes orthohantavirus,True,NC_003468.2  NC_003467.2  NC_003466.1,19
202,Madrid orthobunyavirus,True,NC_034497.1  NC_034505.1  NC_034498.1,4
204,Mesocricetus auratus polyomavirus 1,False,NC_001663.2,3
205,Cosavirus D,True,NC_012802.1,2
207,Fusong orthohantavirus,False,NC_038447.1  NC_038446.1,19
209,Rinderpest morbillivirus,False,NC_006296.2,10
210,Influenza C virus,True,KM504277.1  KM504278.1  KM504279.1  KM504280.1  KM504281.1  KM504282.1  KM504283.1,28
212,Alphapapillomavirus 12,False,NC_001678.1,1
216,Guajara orthobunyavirus,False,NC_038734.1  NC_038733.1  NC_038732.1,4
217,Barmah Forest virus,True,NC_001786.1,21
219,Sakhalin orthonairovirus,False,KU925494.1  KU925495.1  KU925496.1,25
223,Quezon mobatvirus,False,NC_034401.1  NC_034393.1  NC_034400.1,19
226,Maporal orthohantavirus,False,NC_034553.1  NC_034552.1  NC_034566.1,19
227,Koongol orthobunyavirus,False,KP792669.1  KP792668.1  KP792667.1,4
230,Anguillid perhabdovirus,False,NC_022581.1,0
231,Rhinovirus A,True,NC_001617.1,2
232,Bayou orthohantavirus,True,NC_038299.1  NC_038300.1  NC_038298.1,19
233,Western equine encephalitis virus,True,NC_003908.1,21
234,Human polyomavirus 2,True,NC_001699.1,3
235,Gamboa orthobunyavirus,False,NC_038729.1  NC_038730.1  NC_038731.1,4
236,Hepatovirus D,False,NC_028363.1,2
237,Ghanaian bat henipavirus,False,NC_025256.1,10
238,Adeno-associated dependoparvovirus B,True,NC_006152.1,17
241,Pipapillomavirus 1,False,NC_022647.1,1
242,Sin Nombre orthohantavirus,True,NC_005217.1  NC_005215.1  NC_005216.1,19
244,Marituba orthobunyavirus,True,NC_034495.1  NC_034504.1  NC_034496.1,4
245,Oriboca orthobunyavirus,True,NC_034475.1  NC_034488.1  NC_034476.1,4
246,Avastrovirus 3,False,NC_005790.1,24
247,Porcine orthorubulavirus,False,NC_009640.1,10
248,Mamastrovirus 8,True,GQ415660.1,24
250,Vesicular exanthema of swine virus,True,NC_002551.1,26
251,Drosophila immigrans sigmavirus,False,NC_038280.1,0
252,Cosavirus E,True,NC_012798.1,2
254,Kaeng Khoi orthobunyavirus,False,NC_034499.1  NC_034500.1  NC_034501.1,4
255,Whataroa virus,False,NC_016961.1,21
256,Human respirovirus 1,True,NC_003461.1,10
262,Yunnan orbivirus,False,NC_007656.1  NC_007657.1  NC_007658.1  NC_007659.1  NC_007660.1  NC_007661.1  NC_007662.1  NC_007663.1  NC_007664.1  NC_007665.1,18
264,Thailand orthohantavirus,False,NC_034556.1  NC_034563.1  NC_034555.1,19
265,Xipapillomavirus 1,False,NC_004197.1,1
268,Mamastrovirus 5,False,KY765684.1,24
269,Cardiovirus C,False,NC_038305.1,2
273,Bunyamwera orthobunyavirus,True,NC_001925.1  NC_001926.1  NC_001927.1,4
274,Rochambeau curiovirus,False,NC_034534.1,0
275,Enterovirus F,False,NC_021220.1,2
277,Carnivore protoparvovirus 1,False,NC_001539.1,17
278,Avian paraavulavirus 4,False,NC_019531.1,10
280,Tacaiuma orthobunyavirus,True,MF497779.1  MF497777.1  MF497772.1,4
281,Seoul orthohantavirus,True,NC_005238.1  NC_005237.1  NC_005236.1,19
282,Crimean-Congo hemorrhagic fever orthonairovirus,True,NC_005301.3  NC_005300.2  NC_005302.1,25
284,Dhori thogotovirus,False,NC_034261.1  NC_034263.1  NC_034254.1  NC_034255.1  NC_034262.1  NC_034256.1,28
285,Snakehead novirhabdovirus,False,NC_000903.1,0
286,Jurona vesiculovirus,True,NC_025392.1,0
288,Zetapapillomavirus 1,False,NC_003748.1,1
289,Porcine mastadenovirus C,False,NC_002702.1,9
291,Iriri curiovirus,False,NC_034544.1,0
293,Manzanilla orthobunyavirus,False,NC_024076.1  NC_024074.1  NC_024075.1,4
295,Teviot pararubulavirus,False,NC_039198.1,10
296,Kadipiro virus,False,NC_004210.1  NC_004212.1  NC_004213.1  NC_004214.1  NC_004215.1  NC_004216.1  NC_004209.1  NC_004208.1  NC_004207.1  NC_004206.1  NC_004205.1  NC_004199.1,18
297,Guaroa orthobunyavirus,True,NC_034487.1  NC_034506.1  NC_034486.1,4
299,Rodent protoparvovirus 1,False,NC_001510.1,17
302,Khabarovsk orthohantavirus,False,NC_034519.1  NC_034518.1  NC_034527.1,19
304,Patois orthobunyavirus,False,NC_043690.1  NC_043691.1  NC_043689.1,4
305,Adeno-associated dependoparvovirus A,True,NC_002077.1,17
307,Bovine respirovirus 3,False,NC_002161.1,10
308,Macaca mulatta polyomavirus 1,True,NC_001669.1,3
310,Porcine mastadenovirus A,False,AC_000189.1,9
314,Canine morbillivirus,True,NC_001921.1,10
315,Bluetongue virus,False,NC_006023.1  NC_006013.2  NC_006014.1  NC_006024.2  NC_006025.1  NC_006010.1  NC_006022.1  NC_006007.1  NC_006008.1  NC_006015.1,18
316,Enterovirus G,False,NC_004441.1,2
317,Marburg marburgvirus,True,NC_001608.3,27
318,Cano Delgadito orthohantavirus,False,NC_034515.1  NC_034525.1  NC_034528.1,19
320,Hepatovirus G,False,NC_038316.1,2
321,Equine encephalosis virus,False,FJ183384.1  FJ183385.1  FJ183386.1  FJ183387.1  FJ183388.1  FJ183389.1  FJ183390.1  FJ183391.1  FJ183392.1  FJ183393.1,18
325,Cardiovirus A,True,NC_001479.1,2
326,Kairi orthobunyavirus,False,KR260738.1  KR260739.1  KR260740.1,4
328,Bowe orthohantavirus,False,NC_034407.1  NC_034406.1  NC_034405.1,19
329,Mucambo virus,True,AF075253.1,21
331,Kern Canyon ledantevirus,False,NC_034451.1,0
334,Lambdapapillomavirus 2,False,NC_001619.1,1
335,Avian metaavulavirus 7,False,NC_025347.1,10
340,Nishimuro ledantevirus,False,NC_038276.1,0
341,Tupaia tupavirus,False,NC_007020.1,0
344,Hepatitis B virus,True,AJ344115.1,23
345,Hepatovirus F,False,NC_038315.1,2
347,Cosavirus B,True,NC_012801.1,2
353,Rabbit hemorrhagic disease virus,False,NC_001543.1,26
354,Rice yellow stunt nucleorhabdovirus,False,NC_003746.1,0
356,Omikronpapillomavirus 1,False,JN709471.1,1
358,Perch perhabdovirus,False,NC_020803.1,0
359,Hazara orthonairovirus,False,NC_038709.1  NC_038710.1  NC_038711.1,25
362,Aalivirus A,False,NC_023985.1,2
364,Jeju orthohantavirus,False,NC_034399.1  NC_034404.1  NC_034398.1,19
366,Bovine atadenovirus D,False,NC_002685.2,9
369,Rotavirus H,True,NC_007548.1  NC_007549.1  NC_007550.1  NC_007551.1  NC_007552.1  NC_007553.1  NC_007554.1  NC_007555.1  NC_007556.1  NC_007557.1  NC_007558.1,18
370,Ungulate protoparvovirus 1,False,NC_001718.1,17
371,Umatilla virus,False,NC_024503.1  NC_024504.1  NC_024505.1  NC_024506.1  NC_024507.1  NC_024508.1  NC_024509.1  NC_024510.1  NC_024499.1  NC_024500.1,18
373,Rotavirus I,False,NC_026825.2  NC_026826.2  NC_026828.2  NC_026827.2  NC_026820.2  NC_026829.2  NC_026821.2  NC_026822.2  NC_026830.2  NC_026823.2  NC_026824.2,18
375,Fugong orthohantavirus,False,NC_034467.1  NC_034466.1  NC_034473.1,19
376,New Jersey vesiculovirus,True,NC_024473.1,0
377,Itacaiunas curiovirus,False,NC_034536.1,0
378,Avastrovirus 1,False,NC_002470.1,24
380,Corriparta virus,False,KC853042.1  KC853043.1  KC853044.1  KC853045.1  KC853046.1  KC853047.1  KC853048.1  KC853049.1  KC853050.1  KC853051.1,18
382,Alajuela orthobunyavirus,False,NC_038717.1  NC_038715.1  NC_038716.1,4
383,Laibin mobatvirus,False,NC_038515.1  NC_038513.1  NC_038514.1,19
384,American bat vesiculovirus,False,NC_022755.1,0
385,Dugbe orthonairovirus,True,NC_004159.1  NC_004158.1  NC_004157.1,25
388,Curionopolis curiovirus,False,NC_025354.1,0
390,Schmallenberg orthobunyavirus,True,NC_018463.1  NC_018467.1  NC_018464.1,4
391,Human mastadenovirus B,True,AC_000019.1,9
393,Malpais Spring vesiculovirus,False,NC_025364.1,0
395,Ground squirrel hepatitis virus,False,NC_001484.1,23
396,Passerivirus A,False,NC_014411.1,2
398,Turlock orthobunyavirus,False,MK514125.1  MK514122.1  MK514119.1,4
399,Avian paraavulavirus 3,False,NC_025373.1,10
401,Achimota pararubulavirus 1,False,NC_025403.1,10
402,Porcine circovirus 2,False,NC_005148.1,6
404,Tuhoko pararubulavirus 1,False,NC_025410.1,10
407,Peruvian horse sickness virus,False,NC_007748.1  NC_007749.1  NC_007750.1  NC_007751.1  NC_007755.1  NC_007752.1  NC_007756.1  NC_007754.1  NC_007753.1  NC_007757.1,18
408,Chilibre phlebovirus,False,MK330756.1  MK330757.1  MK330758.1,4
409,Murine mastadenovirus A,False,NC_000942.1,9
410,Mammalian orthorubulavirus 5,True,NC_006430.1,10
412,Rockport orthohantavirus,False,NC_038695.1  NC_038694.1  NC_038696.1,19
413,Kasokero orthonairovirus,True,NC_036636.1  NC_029933.1  NC_029932.1,25
414,Achimota pararubulavirus 2,False,NC_025404.1,10
416,Rotavirus C,True,NC_007547.1  NC_007546.1  NC_007572.1  NC_007574.1  NC_007570.1  NC_007543.1  NC_007544.1  NC_007571.1  NC_007545.1  NC_007569.1  NC_007573.1,18
417,Epsilonpapillomavirus 1,False,NC_004195.1,1
418,Iotapapillomavirus 1,False,NC_001605.1,1
420,Porcine respirovirus 1,False,NC_025402.1,10
421,Changuinola virus,True,NC_022639.1  NC_022633.1  NC_022634.1  NC_022640.1  NC_022635.1  NC_022641.1  NC_022636.1  NC_022637.1  NC_022642.1  NC_022638.1,18
425,Drosophila affinis sigmavirus,False,NC_038278.1,0
426,Mus musculus polyomavirus 1,False,NC_001515.2,3
428,Kappapapillomavirus 2,False,NC_001541.1,1
429,Mosavirus A,False,NC_023987.1,2
430,Mischivirus A,False,NC_034381.1,2
431,Primate erythroparvovirus 1,True,NC_000883.2,17
434,Rabovirus A,False,NC_026314.1,2
436,Enterovirus A,True,KU254596.1,2
438,Parechovirus C,False,NC_021482.1,2
439,Murine mastadenovirus B,False,NC_014899.1,9
440,Lebombo virus,True,JQ610665.1  JQ610666.1  JQ610667.1  JQ610668.1  JQ610669.1  JQ610670.1  JQ610671.1  JQ610672.1  JQ610673.1  JQ610674.1,18
444,Avian orthoavulavirus 1,True,NC_039223.1,10
448,Main Drain orthobunyavirus,False,MH484309.1  MH484310.1  MH484311.1,4
449,Nova mobatvirus,False,NC_034465.1  NC_034470.1  NC_034464.1,19
450,Eyach virus,False,NC_003696.1  NC_003697.1  NC_003698.1  NC_003699.1  NC_003700.1  NC_003701.1  NC_003702.1  NC_003703.1  NC_003704.1  NC_003705.1  NC_003706.1  NC_003707.1,20
451,Avisivirus C,False,NC_024767.1,2
452,Barur ledantevirus,False,NC_034535.1,0
456,Equine mastadenovirus B,False,NC_027705.1,9
457,Micromonas pusilla reovirus,False,NC_008171.1  NC_008172.1  NC_008173.1  NC_008174.1  NC_008175.1  NC_008176.1  NC_008177.1  NC_008178.1  NC_008179.1  NC_008180.1  NC_008181.1,18
461,Potamipivirus A,False,NC_022332.1,2
463,Dera Ghazi Khan orthonairovirus,False,KU925437.1  KU925438.1  KU925439.1,25
466,Hepatovirus B,False,NC_027818.1,2
467,Thiafora orthonairovirus,True,NC_029909.1  NC_029934.1  NC_029910.1,25
470,Marco hapavirus,False,NC_034530.1,0
471,Mamastrovirus 13,False,NC_002469.1,24
472,Imjin thottimvirus,False,NC_034564.1  NC_034557.1  NC_034558.1,19
473,Keuraliba ledantevirus,False,NC_034540.1,0
474,Tuhoko pararubulavirus 3,False,NC_025350.1,10
476,Hepatovirus I,False,NC_028364.1,2
477,Sapporo virus,True,NC_006554.1,26
479,Canine mastadenovirus A,False,NC_001734.1,9
480,Mus musculus polyomavirus 2,False,NC_001505.2,3
481,Avisivirus A,False,NC_038304.1,2
482,Nupapillomavirus 1,True,NC_001354.1,1
484,Tula orthohantavirus,True,NC_005226.1  NC_005228.1  NC_005227.2,19
485,Mamastrovirus 9,True,NC_013060.1,24
486,Hunnivirus A,False,NC_018668.1,2
488,Salmonid novirhabdovirus,False,NC_001652.1,0
490,Bovine rhinitis B virus,False,NC_010354.1,2
491,Nairobi sheep disease orthonairovirus,False,NC_034387.1  NC_034391.1  NC_034386.1,25
492,Avian metaavulavirus 8,False,NC_039195.1,10
495,Radi vesiculovirus,False,NC_038287.1,0
496,Carnivore bocaparvovirus 1,False,NC_004442.1,17
497,Tree shrew mastadenovirus A,False,AC_000190.1,9
498,Kamese hapavirus,False,NC_034450.1,0
499,Aquareovirus G,False,NC_010584.1  NC_010585.1  NC_010586.1  NC_010587.1  NC_010588.1  NC_010589.1  NC_010590.1  NC_010591.1  NC_010592.1  NC_010593.1  NC_010594.1,20
501,Montano orthohantavirus,False,NC_034403.1  NC_034397.1  NC_034396.1,19
502,Rice dwarf virus,False,NC_003760.1  NC_003761.1  NC_003762.1  NC_003763.1  NC_003764.1  NC_003765.1  NC_003766.1  NC_003767.1  NC_003768.1  NC_003772.1  NC_003773.1  NC_003774.1,18
503,Drosophila obscura sigmavirus,False,NC_022580.1,0
504,Ovine atadenovirus D,False,NC_004037.2,9
507,Human orthorubulavirus 2,True,NC_003443.1,10
510,Human orthorubulavirus 4,True,NC_021928.1,10
511,Kibale herbevirus,False,NC_034460.1  NC_034468.1  NC_034458.1,4
512,Orungo virus,True,JQ610675.1  JQ610676.1  JQ610677.1  JQ610678.1  JQ610679.1  JQ610680.1  JQ610681.1  JQ610682.1  JQ610683.1  JQ610684.1,18
514,Moussa virus,False,NC_025359.1,0
515,Limnipivirus A,False,NC_018506.1,2
516,Woodchuck hepatitis virus,False,NC_004107.1,23
519,Bovine mastadenovirus B,False,AC_000002.1,9
520,Human respirovirus 3,True,NC_001796.2,10
522,Rice ragged stunt virus,False,NC_003759.1  NC_003757.1  NC_003749.1  NC_003769.1  NC_003750.1  NC_003751.1  NC_003771.1  NC_003752.1  NC_003770.1  NC_003758.1,20
524,Dobrava-Belgrade orthohantavirus,True,NC_005235.1  NC_005234.1  NC_005233.1,19
525,Cao Bang orthohantavirus,False,NC_034485.1  NC_034474.1  NC_034484.1,19
528,Insect shangavirus,False,NC_031221.1  NC_031222.1  NC_031223.1,4
529,Zegla orthobunyavirus,False,NC_043687.1  NC_043688.1  NC_043686.1,4
531,Chobar Gorge virus,False,NC_027553.1  NC_027554.1  NC_027555.1  NC_027556.1  NC_027557.1  NC_027558.1  NC_027559.1  NC_027560.1  NC_027561.1  NC_027562.1,18
532,Hantaan orthohantavirus,True,NC_005218.1,19
533,Maraba vesiculovirus,False,NC_025255.1,0
534,Wad Medani virus,False,NC_027533.1  NC_027539.1  NC_027540.1  NC_027541.1  NC_027542.1  NC_027543.1  NC_027544.1  NC_027545.1  NC_027546.1  NC_027547.1,18
535,Reptilian orthoreovirus,False,NC_023813.1  NC_023814.1  NC_023819.1  NC_023816.1  NC_023815.1  NC_023820.1  NC_023822.1  NC_023821.1  NC_023817.1  NC_023818.1,20
536,Aichivirus A,True,AY747174.1,2
537,Sapelovirus B,False,NC_004451.1,2
539,Choclo orthohantavirus,True,NC_038374.1  NC_038373.1,19
540,Rotavirus D,False,NC_014511.1  NC_014512.1  NC_014513.1  NC_014514.1  NC_014515.1  NC_014516.1  NC_014517.1  NC_014518.1  NC_014519.1  NC_014520.1  NC_014521.1,18
542,African swine fever virus,False,NC_001659.2,36
543,Wound tumor virus,False,NC_038948.1  NC_038944.1  NC_038949.1  NC_038945.1  NC_038951.1  NC_038946.1  NC_038950.1  NC_038947.1  NC_038952.1,18
545,Maize fine streak nucleorhabdovirus,False,NC_005974.1,0
546,Avian metaavulavirus 11,False,NC_025407.1,10
547,Chandipura vesiculovirus,True,NC_020805.1,0
548,Coffee ringspot dichorhavirus,False,NC_038756.1  NC_038755.1,0
552,Bovine rhinitis A virus,False,NC_038303.1,2
553,Lettuce big-vein associated varicosavirus,False,NC_011558.1  NC_011568.1,0
556,Estero Real orthonairovirus,False,MH017280.1  MH017286.1  MH017274.1,25
557,Mumps orthorubulavirus,True,NC_002200.1,10
558,Mischivirus C,False,NC_026470.1,2
559,Keterah orthonairovirus,False,NC_034392.1  NC_034388.1  NC_034389.1,25
561,Rodent protoparvovirus 2,False,AF036710.1,17
562,Drosophila ananassae sigmavirus,False,NC_038279.1,0
564,Cocal vesiculovirus,True,NC_028255.1,0
567,Rubella virus,True,NC_001545.2,37
569,Quaranfil quaranjavirus,True,GQ499302.1  GQ499303.1  FJ861695.1  JN412853.1  FJ861694.1  GQ499304.1,28
570,Kenkeme orthohantavirus,False,NC_034560.1  NC_034565.1  NC_034559.1,19
571,Luxi orthohantavirus,False,NC_038529.1  NC_038528.1  NC_038530.1,19
572,Kimberley ephemerovirus,False,NC_025396.1,0
574,Oita ledantevirus,False,NC_034548.1,0
577,Deltapapillomavirus 2,False,NC_001523.1,1
579,Nilaparvata lugens reovirus,False,NC_003654.1  NC_003655.1  NC_003656.1  NC_003657.1  NC_003658.1  NC_003659.1  NC_003660.1  NC_003653.1  NC_003661.1  NC_003652.1,20
582,Newbury 1 virus,False,NC_007916.1,26
585,Enterovirus I,False,KP345887.1,2
586,Mosqueiro hapavirus,False,NC_034448.1,0
588,Herbert herbevirus,False,JQ659256.1  JQ659257.1  JQ659258.1,4
589,Nipah henipavirus,True,NC_002728.1,10
591,Aichivirus F,False,KJ641694.1,2
592,Avihepatovirus A,False,NC_008250.2,2
594,Piscine novirhabdovirus,False,NC_000855.1,0
595,Cetacean morbillivirus,False,NC_005283.1,10
596,Tuhoko pararubulavirus 2,False,NC_025348.1,10
598,Aedes pseudoscutellaris reovirus,False,NC_007666.1  NC_007667.1  NC_007668.1  NC_007669.1  NC_007670.1  NC_007671.1  NC_007672.1  NC_007673.1  NC_007674.1,20
600,Mamastrovirus 2,False,NC_024701.1,24
601,Eggplant mottled dwarf nucleorhabdovirus,False,NC_025389.1,0
603,Small ruminant morbillivirus,False,NC_006383.2,10
604,Ovine mastadenovirus A,False,NC_002513.1,9
609,Hirame novirhabdovirus,False,NC_005093.1,0
610,Avian metaavulavirus 6,False,NC_039194.1,10
611,European brown hare syndrome virus,False,NC_002615.1,26
613,Mamastrovirus 10,False,NC_004579.1,24
614,Parechovirus D,False,NC_034453.1,2
615,Gallivirus A,False,NC_018400.1,2
616,Indiana vesiculovirus,True,NC_038236.1,0
619,Pike fry sprivivirus,False,NC_025371.1,0
620,Reptilian ferlavirus,False,NC_005084.2,10
621,Ampivirus A,False,NC_027214.1,2
622,Dabieshan orthohantavirus,False,NC_038383.1  NC_038384.1,19
624,Cypovirus 2,False,NC_023491.1  NC_023486.1  NC_023492.1  NC_023487.1  NC_023488.1  NC_023493.1  NC_023489.1  NC_023494.1  NC_023490.1  NC_023495.1,20
625,African horse sickness virus,False,NC_006021.1  NC_005996.1  NC_006017.1  NC_006012.1  NC_006020.1  NC_006018.1  NC_006011.1  NC_006019.1  NC_006016.1  NC_006009.1,18
626,Strawberry crinkle cytorhabdovirus,False,MH129615.1,0
627,Bovine fever ephemerovirus,False,NC_002526.1,0
628,Liao ning virus,False,NC_007736.1  NC_007737.1  NC_007738.1  NC_007739.1  NC_007740.1  NC_007741.1  NC_007742.1  NC_007743.1  NC_007744.1  NC_007745.1  NC_007746.1  NC_007747.1,18
629,Ngaingan hapavirus,False,NC_013955.1,0
630,Thottopalayam thottimvirus,True,NC_010707.1  NC_010708.1  NC_010704.1,19
631,Epizootic hemorrhagic disease virus,False,NC_013396.1  NC_013397.1  NC_013398.1  NC_013399.1  NC_013400.1  NC_013401.1  NC_013403.1  NC_013402.1  NC_013404.1  NC_013405.1,18
632,Senecavirus A,False,NC_011349.1,2
